url_id,url,source,registered_domain,identifier,category
0,https://jakegurlandmdcom.godaddysites.com/,bingsearch,godaddysites.com,32b3ffbee40798f2fe6653110263b661d3f57bdc41ea096ea5a975666cc7e65d,benign
1,https://fuzzybonesgrooming.godaddysites.com/,bingsearch,godaddysites.com,86dfca45f011764c069427f17738e2b766a3aca3f69f7ec2059a6e0b8bd4971f,benign
2,https://louisvillepotters.godaddysites.com/,bingsearch,godaddysites.com,b19c5a18d92d8bcb421f91c5c233ec145d210e0d1165ce57b4968d54576f449c,benign
3,https://jandetruckserviceandrepairtowi.godaddysites.com/,bingsearch,godaddysites.com,b70c33c25c45ee614ec32fdd97b0fe6eeb44673d8e9bc458bb5d2d99659ee137,benign
4,https://thesteamboat.godaddysites.com/,bingsearch,godaddysites.com,27fe2ee5c3e5ed1331361df6431123c90c241d96c0f8129a2bc194bd2e8e58fa,benign
5,https://eljabalito.godaddysites.com/,bingsearch,godaddysites.com,ec9af1f74385ef1d060745c295629e9d021d7d8cc85cee82aa9d17a007572408,benign
6,https://springfieldbarber.godaddysites.com/,bingsearch,godaddysites.com,c0e3447ac5708adc59a3880d53ea480f95de8f8838b7cf709534d1674699ca68,benign
7,https://chinagardendowagiac.godaddysites.com/,bingsearch,godaddysites.com,ba17ece3b81a4f3c57ba2efdda83050890ebb6827459f96e4e7039b34046671f,benign
8,https://joselinescabarettour.godaddysites.com/,bingsearch,godaddysites.com,06e6c0457ecd6afe609ecf451c88220816eed4df97ad66898966e6e96a840fb9,benign
9,https://popularmmos.godaddysites.com/,bingsearch,godaddysites.com,6ada82f432fac93a50a07fbb35df001447cc03b3790ad0cbe87ec41d64ef6ac0,benign
10,https://sasquatchfestivalny.godaddysites.com/,bingsearch,godaddysites.com,35a1bbe430cf9dc23a4dbfa38f0e1b0f209d379b4d44902dfced657dcc94858a,benign
11,https://richmondauctioncentercom.godaddysites.com/,bingsearch,godaddysites.com,151e49d428659cfdbca186b0c8bae6a19265906a719059d188c26710b4201d95,benign
12,https://countrygardenfloralsandgifts.godaddysites.com/,bingsearch,godaddysites.com,037045653a8cbaee01d74798f688a315b914b8bf322c4584d5e35d9899bde5dc,benign
13,https://babcockrealestate.godaddysites.com/,bingsearch,godaddysites.com,22a83117db4ab4fa54d5bd871f5779863037ab572cbebaec2f3c9ce6f34683b0,benign
14,https://vashonfloorstorellc.godaddysites.com/,bingsearch,godaddysites.com,3140ebdf476230a33265bdf71ec354b36f66bffeb7148b8304aff1b7a086f3db,benign
15,https://paulsbasstranscriptions.godaddysites.com/,bingsearch,godaddysites.com,a495d45e8d76010fa63b55bd05327c63554e08cd664a069e1a830e0fe513d3b5,benign
16,https://cherrypieraleigh.godaddysites.com/,bingsearch,godaddysites.com,e5a5fd2434b1c194fe1157c706c7453bdfa74f82ddbad661d128cf79a19187b7,benign
17,https://dandysandos.godaddysites.com/,bingsearch,godaddysites.com,9d100f508fd25197131f3e992c3e3be051060baea920e302b79a74ddb7835f09,benign
18,https://precisionutilitylocating.godaddysites.com/,bingsearch,godaddysites.com,549591d0b5ac7e6156aeddd7190f37503de76686d713048123df7ecf245adddb,benign
19,https://shenanigans.godaddysites.com/,bingsearch,godaddysites.com,334657b71d63bcdc6ab7b14152185776fcb16b94d447bcf9767c8eac71a13028,benign
20,https://t.co/qKoXGujjmL,bingsearch,t.co,1eca18bdc7927ff2b82ddb2e5787b62b22ec86bac510c17d1fd63ce7600e10f9,benign
21,https://t.co/fGnQvojH7x,bingsearch,t.co,f2195b575b09c496b9b300e6a5f35976b78518120c161e711233fb63487cf33d,benign
22,https://t.co/NdRp6d2uKn,bingsearch,t.co,7968c8f98d08215983c48f373cfc97464faafb0eaa10740a9b01c98c62900701,benign
23,https://t.co/akrX7GLuVJ,bingsearch,t.co,6342e12a62234a1ba19581c0fc089da7aa4758c474ca0276a773f5d3a0ac0e8c,benign
24,https://t.co/KpKyV70gx7,bingsearch,t.co,c410b70d1d2cc636346082aefc3457be1af4ba2391d29e7c2661011900e25360,benign
25,https://t.co/NTe6T3DVZ7,bingsearch,t.co,e6419705d44c38437a319dda54b0b522317292a81881998fe4efa8c99933a7e3,benign
26,https://t.co/mGJrpME5Od,bingsearch,t.co,5951ed7ac7b66ac7d4bd28c938bf9f8b6e065511fda22d7db06257d2e723d4bb,benign
27,https://t.co/sfQHUErAFg,bingsearch,t.co,ec8e5efbeb7ce2a3270d0107052c949492bcf08c60f28f8609ed7f43a416661d,benign
28,https://t.co/6ft1SkG05k,bingsearch,t.co,e2e1ea17b1a2af0ad664ce4eab3d24f26e25d094a9c7c1ffef588746821ca9ab,benign
29,https://t.co/07WQMLYMJy,bingsearch,t.co,4bd07ed442a1edf171e064dcfe7611f86085ae5b10d9e8ef94d6073fb3f45f53,benign
30,https://t.co/75LIqUtBqX,bingsearch,t.co,28348d100d3bf5c49ee2f7a6838638700ee0c869e3fb8e5dace7afb43eeff112,benign
31,https://t.co/M5dUBeYqMM,bingsearch,t.co,b0328a6900b962b0ce43a115ef22f018d04c1ede9276fe8560ffe7c23afb3aec,benign
32,https://t.co/LciK8BLAEF,bingsearch,t.co,f704b3be4b4064720b7495bd1d02351169c69b10cd45bc41f08773c5cfbf2e24,benign
33,https://t.co/fbgLqwyxpW,bingsearch,t.co,6184edfe3efb5a9005072553f7c21b6cbd27d77f31064652e826a0e5b0e5468a,benign
34,https://t.co/NhdepTCJNM,bingsearch,t.co,04027f57a940dc8fe4d55d5ab46f93bbb0066811bbe779dcafd0296fc72fb20e,benign
35,https://t.co/tYeYXHxSVC,bingsearch,t.co,b3dfd2207d7f5766a0fb70d08d09dbd132bd1595848a7b8d335435a7c0a5be01,benign
36,https://t.co/hwlpdo872J,bingsearch,t.co,34d64a93af5c771e135ff2ba1ec51fdd5ee346205039c9d1a3ff59eec74f18cf,benign
37,https://t.co/pOER8gxwmJ,bingsearch,t.co,eb3628fc1014fda1766076e4cade9d4303381e0369694692798c16e08070208c,benign
38,https://t.co/ZkmlkSxwWW,bingsearch,t.co,13d18b7a8db974958b15c749bca7ea7a5209aad9f03663fef8e66eb61f62559a,benign
39,https://t.co/5UxXqoz4wu,bingsearch,t.co,6f1b7f49e357ecb15d090e4ec0163df669b6edbfcd93d642890059a6d1f6b93f,benign
40,https://t.co/PDVKqZONWP,bingsearch,t.co,2ff0a03d7915b3cdf9a00bc12eb2db73602461412576c97255965033cc1194c5,benign
41,https://t.co/2WH9hMM0lf,bingsearch,t.co,b8977258d100c378986dbe52615174726ee9385795282a3633d354803214a31c,benign
42,https://t.co/UDJRJbWW1k,bingsearch,t.co,84dc858d1bb194c7b146df66a6f12af067645babe2510dec92642de62de53983,benign
43,https://t.co/luM71hZIO0,bingsearch,t.co,4d074c9a6021494441591f1f98826418ff54955933cb6e7db71cd3b95ae9f8c8,benign
44,https://t.co/AezIDl9RJK,bingsearch,t.co,8141d9912bfb97b982dff5d8145f705d54fea7def9d3df447d2ebb829c42ed87,benign
45,https://t.co/aexF75rfmW,bingsearch,t.co,6f44d82bbb53aef51701fb3949ab422fcc5b8c7ec9cf09b77253d83a90de9463,benign
46,https://t.co/XSCUmLBHDO,bingsearch,t.co,7c9641aacf6dbf7302b87137a2413b03a0900d4d84a4a6c0d5cb4ebcd07fdfcb,benign
47,https://t.co/0qCEPKZLpH,bingsearch,t.co,2545aaeef05a1025d5629fce5fc1d93e90e1336208556a978a301a33e741e009,benign
48,https://t.co/BAR5OEqpzu,bingsearch,t.co,04d2b4709f537d3bc983610a1271a233e86da83560e4ba297997f597945f0c8d,benign
49,https://t.co/TAiHIDpFFa,bingsearch,t.co,a1f0477b6b0c0190c5d949a8b736b18d44337d7c97650620e8ea4972b3bd9fd1,benign
50,https://t.co/icDqD3eI3k,bingsearch,t.co,f9cc65a961a4ae71a6cf1dc1f80d92e14c274fe2ef10f700ead4754166528365,benign
51,https://t.co/Wm9UkOFIu8,bingsearch,t.co,ff95107bd2d18cbc89b5b64bf3273ec70a47404079bec09b1b9643c2d261bffa,benign
52,https://t.co/zWB2MtWjc7,bingsearch,t.co,f4ea61a4f5062c396cd68850fedf8d6dd08694ed1a58fdcaf1f755eea12fb93a,benign
